Brand,Model,Year,Engine_Size,Fuel_Type,Transmission,Mileage,Doors,Owner_Count
6,24,2023,4.9,2,1,247470,5,1
3,13,2022,4.6,2,1,234964,5,3
2,18,2009,4.7,1,0,183255,2,5
6,24,2004,3.7,0,0,68962,4,5
3,14,2011,4.7,0,0,80877,3,5
4,4,2004,2.1,0,1,64955,5,2
7,10,2018,2.0,2,2,286852,5,5
8,7,2000,1.2,2,2,85386,3,4
1,29,2007,2.0,1,0,225309,2,5
5,25,2009,1.0,3,1,286745,2,5
3,15,2017,4.2,1,1,160087,2,2
7,16,2007,1.2,2,1,79659,5,5
0,2,2012,3.5,1,1,61091,4,3
9,27,2015,5.0,0,2,69099,5,3
2,18,2013,4.1,3,2,178881,4,4
2,12,2021,2.9,0,2,217855,5,3
9,21,2009,1.6,3,2,81521,2,2
6,26,2001,4.0,2,0,146969,2,2
5,25,2015,1.8,0,2,100330,3,4
4,8,2003,2.9,1,1,32266,4,1
0,22,2015,1.4,1,2,243771,5,3
1,0,2010,4.2,3,1,21962,3,4
0,2,2019,4.4,3,2,254761,4,1
4,4,2006,3.7,0,1,27548,4,4
4,8,2012,3.7,0,1,206605,4,5
7,5,2023,5.0,3,2,146333,4,1
1,1,2010,4.9,2,1,109518,2,5
2,19,2015,2.8,3,2,225481,2,3
3,13,2006,1.2,2,0,126309,2,5
3,14,2021,2.8,1,1,140833,5,1
4,8,2016,4.0,0,0,175833,3,5
8,7,2013,1.7,2,2,256028,5,2
6,24,2017,2.6,3,2,256309,3,1
6,24,2002,2.3,0,2,90184,3,2
4,6,2013,1.3,3,0,264773,5,3
1,1,2023,2.2,0,0,225321,5,1
0,2,2022,1.1,2,2,100576,3,4
9,27,2003,1.9,1,0,146859,5,1
5,28,2012,4.1,1,0,176279,3,1
3,14,2004,3.6,2,1,234958,3,5
0,3,2010,3.8,3,1,194513,2,1
5,11,2010,4.5,2,1,93756,3,1
1,0,2007,1.5,0,2,10282,2,5
5,25,2022,3.2,2,0,261305,4,2
7,16,2014,3.2,0,2,132358,5,2
5,28,2023,4.5,0,0,141572,3,5
4,4,2011,2.1,1,2,170168,3,3
9,17,2012,2.3,0,0,110813,4,3
3,13,2023,4.1,3,2,95173,4,1
0,22,2002,2.7,2,2,216473,3,5
6,20,2020,5.0,1,0,85317,3,1
7,5,2012,1.5,1,0,89226,5,5
5,11,2018,4.6,0,2,220518,2,2
2,18,2002,3.3,2,0,281252,4,2
8,23,2001,3.7,1,2,32783,5,5
1,0,2013,2.4,1,1,258931,2,3
5,11,2013,3.8,1,1,229715,4,3
1,29,2010,4.3,1,0,43416,5,5
2,18,2011,4.8,3,1,261385,4,4
7,10,2021,2.9,2,2,74814,2,3
0,2,2014,4.0,3,0,182364,5,5
5,25,2016,1.3,0,0,67381,3,5
8,9,2023,2.9,1,2,131448,3,2
0,3,2022,2.3,2,2,254607,2,1
7,16,2017,4.5,2,0,172313,5,2
3,15,2017,4.8,2,2,124099,3,2
6,26,2000,4.2,2,2,155444,3,5
0,3,2004,1.8,1,2,36797,4,2
9,27,2009,4.1,0,1,176931,2,1
1,0,2003,4.9,0,1,221213,3,5
5,25,2020,2.4,1,0,30068,3,1
2,19,2019,2.4,3,0,219203,4,4
6,26,2017,3.2,3,1,204302,4,1
3,14,2023,2.7,0,2,55110,3,3
4,8,2018,4.0,1,1,94058,5,3
7,10,2020,1.3,2,1,201528,5,2
0,3,2001,3.5,2,1,251686,4,2
9,27,2013,1.2,1,1,55288,4,5
8,23,2007,4.4,1,0,55525,5,5
7,10,2006,4.2,1,0,248488,5,3
2,18,2017,4.8,2,0,173000,2,1
8,23,2006,2.5,1,2,129320,2,3
5,11,2019,3.3,1,1,128619,3,5
5,28,2022,3.8,0,1,66874,5,5
4,4,2002,2.1,3,1,97749,4,2
1,0,2000,1.5,2,0,37505,2,5
3,14,2018,4.7,1,1,8898,3,5
6,20,2004,3.7,0,2,5794,2,4
7,16,2000,2.0,3,2,289423,2,2
1,0,2004,3.3,2,2,283338,2,1
4,8,2010,1.5,0,1,170395,3,4
7,16,2007,4.6,1,2,274384,5,2
1,29,2006,4.7,1,0,91669,3,4
6,20,2006,1.6,2,1,68222,2,5
4,4,2012,4.7,0,2,18822,2,2
0,22,2001,5.0,3,1,214136,4,4
0,22,2015,2.7,1,0,59311,3,3
4,4,2013,4.9,2,1,16832,2,1
3,13,2001,2.3,1,1,38542,5,2
5,28,2001,2.1,1,2,222692,2,2
0,2,2005,1.6,1,2,272458,3,3
0,2,2008,1.0,3,1,123477,5,2
4,8,2007,1.6,1,1,158154,3,4
5,28,2003,3.2,3,2,19907,4,4
0,2,2021,4.7,3,1,231318,2,5
6,26,2019,4.0,0,2,50680,3,4
9,27,2012,2.9,2,0,78118,2,4
8,7,2011,2.5,1,2,109008,3,4
2,19,2015,4.9,2,1,97726,3,5
6,24,2010,3.3,1,2,221294,5,1
8,7,2000,1.9,2,2,202579,5,5
3,14,2013,3.5,1,0,27879,2,4
8,7,2000,2.4,0,0,12614,3,3
9,27,2001,3.5,0,0,25430,3,3
9,21,2019,1.0,2,2,70555,2,5
8,9,2022,2.8,0,2,216048,4,1
5,28,2020,3.1,0,0,154172,2,1
0,22,2018,1.7,1,2,207019,2,3
6,20,2022,4.7,2,1,148342,3,1
8,9,2007,3.8,3,1,252617,3,2
5,11,2020,3.8,3,0,176673,2,4
5,11,2014,4.5,3,1,84216,3,2
9,27,2004,4.9,2,1,220473,2,1
4,8,2019,3.0,0,0,13013,5,5
8,9,2012,3.7,0,2,235589,5,1
8,9,2015,2.5,1,2,141026,5,3
8,23,2008,3.9,0,0,61794,3,5
0,3,2023,3.9,1,1,154684,3,3
1,1,2018,4.7,3,1,256062,3,4
6,24,2001,3.3,1,0,106887,4,3
1,29,2015,2.5,3,0,99827,4,2
7,10,2013,1.4,3,0,55449,3,3
0,2,2005,4.1,0,2,291394,3,5
4,8,2020,4.6,3,1,191397,3,4
6,20,2017,2.2,0,1,75720,4,2
3,14,2010,4.9,1,1,106215,5,3
0,2,2018,1.1,0,2,12539,3,3
1,0,2009,3.9,1,0,75927,4,3
6,26,2004,3.8,1,1,189775,4,3
4,4,2012,4.8,2,2,263129,5,5
5,25,2017,2.6,2,2,262794,4,2
4,4,2023,1.2,3,2,41087,5,3
1,1,2001,3.9,0,2,7812,2,3
0,3,2008,4.8,0,2,150832,2,2
9,21,2011,4.6,0,1,82736,5,5
0,3,2017,4.5,2,0,17255,5,2
4,8,2017,4.5,0,2,217124,5,5
2,19,2009,5.0,1,1,251699,4,3
2,18,2021,2.0,0,1,33019,2,4
7,16,2013,1.5,3,0,231614,2,4
8,9,2001,2.4,1,1,158652,2,5
3,13,2004,3.6,1,2,257731,4,5
4,4,2015,1.5,0,1,87818,5,3
7,5,2022,4.4,0,1,8848,2,4
5,25,2023,1.3,0,0,268386,2,4
5,28,2021,2.0,0,0,229628,2,4
9,17,2012,1.3,0,2,93988,4,4
9,21,2018,2.9,1,2,41037,5,1
9,27,2013,3.3,0,0,198138,5,3
5,28,2018,2.8,1,1,288472,4,5
3,13,2018,4.1,0,2,226037,3,1
9,21,2002,2.2,0,0,253907,3,3
6,24,2019,4.6,2,1,298171,4,2
4,4,2021,4.9,3,0,170561,2,5
0,2,2014,4.1,1,2,72306,4,3
9,21,2000,1.2,0,1,25699,3,3
9,27,2009,3.5,3,0,114527,4,5
0,2,2007,1.7,0,1,214516,2,2
9,17,2018,2.8,1,0,111967,2,1
1,29,2004,1.4,3,2,66995,4,1
3,15,2003,2.4,2,2,269645,2,5
3,13,2014,1.2,0,0,85335,5,1
8,23,2000,2.4,0,1,157208,4,2
4,8,2015,1.5,2,2,277787,4,2
8,9,2007,4.2,3,2,111390,4,3
2,12,2007,2.9,0,1,109544,3,4
0,22,2005,4.5,2,0,227044,4,2
5,11,2011,4.0,3,1,178485,5,4
5,11,2008,3.0,3,1,275731,4,5
1,1,2005,1.4,3,1,212695,5,1
8,23,2016,2.6,3,2,233350,5,1
9,27,2006,4.6,0,2,97345,4,4
3,14,2014,4.5,1,0,291598,4,4
2,19,2018,4.4,2,1,108874,2,1
6,26,2007,1.5,2,1,42352,3,5
7,10,2011,4.1,3,2,84783,5,2
6,26,2014,1.1,3,0,268170,5,4
2,12,2003,3.3,2,0,100141,2,3
9,27,2003,1.3,1,2,52894,4,2
6,20,2022,1.1,2,2,207337,5,3
3,15,2004,2.2,3,2,236035,4,2
9,27,2006,3.9,0,2,196034,4,5
3,15,2000,2.4,2,0,60894,2,3
0,22,2013,3.6,1,1,209772,3,2
5,28,2008,2.9,1,0,111252,4,5
7,10,2017,2.1,2,2,237070,4,2
3,13,2023,4.6,1,2,58921,2,3
8,7,2006,2.5,0,2,247781,5,4
8,23,2017,2.8,1,2,47232,4,2
9,21,2005,3.8,2,2,293937,4,3
0,22,2009,4.2,1,2,45407,3,3
4,4,2018,3.2,1,1,239683,5,3
2,19,2003,4.8,2,0,299039,4,3
3,13,2004,2.3,1,0,27978,3,4
0,3,2011,3.6,3,1,91365,2,2
8,7,2002,3.0,2,0,188512,3,2
2,18,2010,1.3,1,1,3075,2,5
7,10,2003,2.3,2,0,117694,3,3
0,22,2012,2.3,0,1,95865,2,3
5,28,2001,1.8,0,2,210021,2,2
3,15,2002,2.8,3,0,295693,5,5
2,19,2014,4.1,0,2,255630,2,2
1,1,2013,3.6,0,1,217426,4,5
4,8,2001,1.9,0,2,156936,5,2
2,19,2022,4.1,1,0,31949,5,1
0,22,2023,2.2,0,0,124452,5,2
1,1,2005,1.1,0,0,197972,2,5
6,24,2009,2.4,0,1,13969,4,2
0,3,2023,4.8,3,1,67091,3,1
3,13,2004,1.8,0,1,275625,4,5
4,8,2015,1.0,2,1,31953,4,4
6,24,2015,4.4,0,1,16202,3,4
2,12,2005,4.0,1,0,295997,5,3
9,21,2023,4.1,2,1,68834,3,4
9,27,2007,4.3,1,2,74484,4,5
1,0,2019,1.0,3,2,158912,4,2
8,9,2012,1.1,1,1,128818,2,3
2,18,2008,4.0,1,1,229386,3,2
7,5,2015,4.1,3,0,197249,3,1
2,18,2022,2.0,3,0,93540,5,2
9,27,2002,1.5,2,0,199749,5,2
4,4,2020,1.6,3,1,156097,4,1
9,17,2010,4.5,3,2,28453,5,1
5,11,2003,3.7,3,1,287266,2,4
3,15,2020,2.1,0,0,57798,2,2
4,8,2020,4.2,1,1,293230,4,4
4,4,2020,3.4,0,2,286798,3,1
3,13,2023,3.0,3,1,205866,5,5
6,20,2015,1.1,1,2,287171,5,2
0,22,2006,1.2,2,1,127033,2,1
2,19,2008,1.9,0,2,200249,3,4
6,24,2009,1.2,0,2,61862,4,3
3,15,2005,3.3,0,2,166957,5,3
8,7,2014,2.8,3,2,277899,2,5
3,15,2005,2.6,3,0,262282,5,5
7,16,2003,4.2,0,1,71650,2,5
9,21,2012,4.3,2,0,147407,3,2
1,1,2011,1.1,0,0,178039,3,1
7,10,2020,2.2,2,0,10108,4,4
5,25,2017,4.8,3,0,261093,3,3
3,14,2007,4.5,3,0,153372,3,2
0,3,2005,4.7,3,1,55577,4,5
2,19,2002,1.2,2,0,58178,4,5
9,27,2013,1.0,2,0,169799,4,3
6,20,2008,3.7,0,1,200783,2,1
1,1,2016,4.6,2,0,18806,2,5
4,4,2022,3.0,1,1,180227,4,2
9,27,2004,1.5,1,1,262785,4,1
7,10,2017,4.1,1,2,229816,5,5
0,3,2023,3.2,0,1,164751,3,1
0,22,2010,3.1,1,0,180328,4,3
1,1,2001,3.3,0,1,121660,3,3
5,11,2020,4.3,2,2,293131,5,1
9,27,2015,1.4,1,2,235687,2,2
0,3,2002,1.9,2,0,40115,2,3
5,11,2011,3.8,0,0,161294,5,1
8,23,2017,2.5,1,0,188471,4,5
2,12,2002,1.6,3,0,150118,5,5
3,14,2019,4.2,0,0,120374,2,2
2,19,2017,3.5,1,0,59665,3,1
9,27,2014,4.9,0,2,70218,2,1
8,9,2018,2.0,0,1,111958,5,2
1,29,2019,4.2,2,1,80609,2,4
5,25,2013,1.8,0,1,5626,5,1
9,17,2013,2.8,1,0,88109,5,3
0,3,2004,1.3,2,0,57078,3,4
5,25,2006,4.6,3,1,99528,5,2
5,25,2015,4.2,1,2,39016,3,3
4,4,2010,4.3,2,2,132464,3,2
4,8,2012,2.1,2,0,197513,3,1
6,26,2010,1.1,1,0,48286,4,3
4,4,2023,2.3,2,2,238121,5,3
8,7,2009,4.9,1,1,242655,4,3
3,14,2009,2.4,3,0,22624,4,4
1,0,2022,1.3,3,1,29539,2,4
2,12,2010,3.7,1,1,206414,4,2
6,24,2013,1.9,0,0,190145,2,2
3,13,2021,3.3,1,1,159806,4,4
6,24,2019,2.8,1,2,240312,5,3
1,1,2004,1.8,2,1,186063,2,3
7,10,2008,4.1,3,1,249477,2,3
8,7,2017,2.9,1,2,152699,4,5
4,8,2012,4.3,1,0,94807,5,4
5,25,2013,1.7,3,1,102433,3,3
4,6,2012,1.7,3,0,211733,5,3
7,5,2016,3.4,1,2,164748,2,1
1,1,2006,3.2,2,0,107059,3,1
3,14,2008,1.5,0,2,53852,5,2
5,25,2004,3.6,0,2,294410,2,4
1,0,2018,2.4,2,0,84832,5,1
6,26,2017,1.9,3,0,295322,5,3
5,28,2023,2.7,3,0,222326,4,4
1,29,2018,1.6,1,1,14337,2,1
5,28,2016,3.3,3,2,184301,3,5
1,29,2011,3.6,3,0,168815,2,3
9,17,2023,4.0,2,2,239018,5,2
4,4,2012,2.8,2,2,135966,3,1
6,24,2020,4.3,1,1,243563,2,1
7,5,2017,2.2,1,0,13096,3,2
9,27,2013,3.0,2,2,109459,2,1
9,21,2023,2.6,2,0,32598,5,3
7,16,2023,1.3,1,1,9218,2,5
2,18,2020,5.0,3,2,3514,2,3
7,5,2014,4.8,0,1,148417,2,2
5,28,2018,2.8,2,1,293291,3,2
2,12,2023,2.9,2,1,70186,5,3
8,7,2010,1.5,1,1,265912,2,1
4,8,2011,4.5,1,1,204561,5,2
2,18,2013,3.9,0,0,21396,4,2
8,7,2007,2.2,0,1,87444,4,4
6,24,2002,3.3,2,1,261109,2,5
5,28,2013,4.8,3,0,295066,4,4
8,7,2010,4.7,3,2,155338,5,1
5,28,2023,1.3,2,1,76669,5,2
7,10,2008,4.7,3,1,269660,3,5
5,28,2002,3.8,2,0,274808,3,1
0,3,2007,3.4,0,1,277857,2,4
2,18,2021,4.4,1,1,141211,2,3
8,9,2019,2.5,2,2,105687,3,1
6,20,2006,3.3,1,2,30141,3,5
7,16,2021,3.9,1,0,129980,2,3
6,26,2011,1.8,0,0,92188,2,4
8,23,2014,2.0,0,1,198322,5,2
6,20,2000,1.8,0,1,279537,5,5
1,1,2020,1.1,1,0,159745,4,5
5,11,2007,2.6,2,0,147570,3,1
4,6,2013,3.1,1,0,174132,4,3
2,19,2009,4.7,1,0,287375,3,5
8,9,2022,2.8,3,0,108477,5,3
8,9,2018,3.4,2,2,226640,2,2
0,22,2006,1.2,0,1,197238,3,5
3,14,2003,3.1,3,1,79442,3,2
8,9,2012,3.3,2,0,164117,3,2
6,24,2020,1.8,2,0,28207,5,5
8,23,2010,3.7,0,1,149055,2,3
2,19,2019,4.2,0,0,216108,4,2
6,26,2006,2.6,1,0,239235,4,5
7,16,2002,2.9,1,0,282974,2,5
8,9,2021,4.4,3,1,36858,5,3
4,4,2005,1.3,1,0,25508,2,5
9,21,2006,4.9,2,2,8618,4,4
9,27,2012,2.8,0,1,22534,5,2
5,25,2012,1.2,1,1,141631,3,4
3,15,2014,3.7,3,2,233520,2,3
2,12,2010,1.2,1,2,176673,5,1
0,2,2021,4.3,3,1,18069,2,3
5,28,2006,4.9,0,0,267954,2,5
5,25,2000,4.4,2,1,133953,5,5
8,7,2000,3.0,0,0,3415,2,2
9,27,2009,1.1,3,2,206638,4,5
6,20,2018,2.0,0,1,55996,4,5
2,12,2009,2.8,1,1,79962,3,2
7,5,2016,4.9,2,0,101076,4,4
7,16,2012,4.7,1,2,251019,2,3
7,5,2006,4.5,2,0,135379,3,2
0,22,2018,2.4,1,0,50466,2,1
0,3,2023,1.8,0,2,60422,2,1
6,26,2002,4.3,3,2,37737,4,4
4,8,2017,2.6,2,1,57952,2,2
3,13,2020,4.9,0,2,274959,4,2
1,29,2018,1.8,1,2,69733,3,4
1,1,2016,1.2,2,0,13386,3,5
4,4,2006,1.9,0,0,13116,3,5
2,12,2016,2.8,0,0,74133,5,3
8,9,2008,4.5,2,0,270817,3,5
5,28,2005,2.3,2,0,267630,4,1
9,27,2014,2.3,2,2,45361,5,3
4,4,2018,4.4,1,0,291085,2,4
3,14,2018,2.0,3,1,5196,4,3
2,19,2017,1.8,3,1,102659,5,1
2,18,2010,3.4,1,0,113216,2,4
8,9,2016,4.9,0,1,118394,5,2
6,20,2021,1.1,1,2,94181,5,1
9,27,2017,4.0,2,1,231470,4,2
8,9,2016,3.8,3,1,246841,2,2
5,11,2009,3.2,1,2,208683,5,4
0,2,2014,3.0,2,0,113665,2,1
2,18,2017,2.3,3,0,183619,5,1
2,12,2023,4.8,2,0,181534,2,4
6,24,2007,3.2,2,1,204192,3,2
8,9,2007,4.9,0,1,251921,2,1
7,16,2019,3.7,2,0,18073,4,5
2,18,2015,4.0,1,2,207715,2,1
9,17,2021,3.4,1,0,229040,3,4
3,15,2002,2.8,1,0,293330,3,3
2,18,2000,3.5,1,1,83835,2,5
7,10,2023,1.9,3,1,142491,3,1
8,7,2008,2.4,2,0,166039,5,3
4,4,2000,3.1,2,1,65872,5,3
4,6,2002,2.6,0,1,157366,3,3
0,3,2014,3.6,3,2,55382,2,3
5,25,2013,3.5,1,0,271806,3,2
1,0,2007,1.9,0,1,190298,4,1
6,26,2001,2.8,1,0,284655,5,1
6,20,2007,4.9,0,0,10457,2,1
3,15,2016,4.1,0,1,254750,3,3
4,6,2013,1.1,2,0,58981,4,1
1,29,2003,5.0,2,0,186907,2,4
5,28,2007,2.8,0,0,231194,2,1
0,22,2020,3.8,2,2,101820,4,3
5,11,2000,2.4,0,2,274394,5,2
3,15,2021,3.8,0,0,165991,4,5
6,24,2009,1.7,2,2,255091,4,4
4,4,2023,1.1,2,0,21255,3,4
1,1,2019,2.3,2,2,270864,2,1
0,2,2008,3.9,2,0,217728,3,5
1,29,2016,1.4,0,2,32541,3,3
8,23,2019,3.2,3,0,95362,5,1
0,22,2023,2.6,3,1,199475,5,2
1,0,2010,1.5,0,2,214060,2,3
0,3,2001,3.8,0,1,229884,3,5
2,12,2020,3.9,3,1,196173,2,5
5,25,2018,4.1,1,2,292571,5,3
1,29,2011,4.9,1,0,272526,4,4
0,3,2011,2.2,0,0,100297,4,1
2,18,2014,2.0,3,0,181881,5,5
7,10,2003,3.0,2,0,133454,2,1
1,29,2002,2.9,1,0,92826,2,1
2,18,2012,1.6,0,2,244844,2,4
0,2,2019,1.7,1,0,130959,4,4
7,5,2004,2.4,0,1,118906,2,2
4,8,2018,3.9,0,1,114308,2,3
2,18,2008,2.8,3,0,184529,4,5
5,28,2016,4.8,0,2,181897,3,2
8,23,2021,3.8,1,1,225281,3,1
0,22,2012,3.1,0,1,13326,5,3
3,15,2005,3.9,2,1,37096,5,2
4,6,2021,4.6,2,0,173195,3,3
4,4,2008,3.7,0,2,244578,5,4
9,21,2006,1.6,0,2,32222,3,3
2,18,2012,1.3,2,2,3633,4,1
6,24,2016,4.1,3,2,90811,3,4
1,1,2011,1.2,0,0,246312,4,5
6,20,2004,4.8,2,0,188578,3,4
6,24,2003,3.5,0,1,63280,3,3
3,13,2011,1.4,3,2,182197,4,3
9,17,2008,2.5,2,2,29154,4,3
5,25,2002,3.7,1,2,75401,4,5
3,15,2022,4.2,3,0,200947,3,2
6,24,2016,3.4,2,2,241932,5,1
9,27,2014,4.7,2,2,77660,2,2
7,16,2002,1.5,0,0,193396,4,3
7,16,2006,2.2,3,2,273418,2,1
3,13,2007,4.2,1,0,259756,4,3
7,5,2018,4.7,2,0,284290,4,2
2,12,2012,3.3,3,2,277925,4,2
0,22,2018,4.7,1,0,48270,2,1
5,25,2020,3.6,0,2,17388,2,1
7,16,2010,1.7,1,0,251783,3,3
7,5,2017,3.7,3,0,139219,2,4
4,4,2020,4.2,0,2,5872,5,1
2,19,2006,3.7,0,2,209680,3,5
6,26,2018,3.0,0,1,116209,5,2
3,15,2018,2.3,1,0,292022,3,2
0,2,2022,2.2,0,1,259968,3,3
0,22,2019,3.9,0,0,298275,3,3
7,16,2022,1.1,3,1,289633,4,1
7,10,2017,1.1,0,0,179286,5,1
8,9,2000,4.9,2,1,40527,3,1
1,0,2017,1.6,0,0,240226,2,2
3,15,2011,2.4,1,2,236749,2,5
6,26,2017,2.7,3,2,108479,4,2
6,24,2001,4.3,1,1,235657,5,3
7,10,2018,1.6,2,1,78445,4,4
1,29,2014,2.3,2,1,3593,4,4
0,22,2013,1.3,1,1,32308,3,1
4,6,2015,2.9,3,2,215757,4,2
3,14,2023,1.3,0,2,281549,5,3
8,7,2002,3.2,3,2,268234,5,4
5,11,2010,1.7,1,1,215848,2,1
8,7,2003,3.6,1,2,247114,4,4
6,20,2013,2.2,0,1,103277,5,3
2,18,2016,1.3,0,2,258123,4,4
0,2,2008,4.3,1,1,163272,4,2
4,6,2004,1.6,2,2,196965,2,2
0,22,2014,1.7,0,1,202918,3,3
8,7,2020,1.7,0,1,51339,5,2
7,5,2002,3.6,2,2,173748,4,5
5,25,2018,3.1,0,0,43735,3,5
5,25,2003,2.9,0,2,49535,2,1
2,19,2023,2.9,2,2,239768,3,4
5,25,2021,4.3,2,2,217885,3,5
6,26,2001,1.6,2,1,28385,4,4
0,22,2002,3.2,2,0,122820,2,5
0,2,2012,4.3,0,1,24069,5,2
7,5,2008,5.0,2,0,163749,3,3
6,20,2007,4.4,1,0,127257,2,4
9,21,2016,3.3,3,0,224391,2,5
8,7,2000,1.5,0,2,30953,4,3
0,22,2000,1.4,2,1,125634,5,5
6,26,2019,4.1,0,2,142965,2,1
1,0,2011,1.2,2,0,201386,5,3
9,21,2007,1.6,3,0,88320,2,1
0,22,2017,2.9,2,0,157795,3,2
4,8,2009,3.0,2,2,85043,2,1
9,21,2009,1.8,1,0,221746,5,1
9,27,2001,5.0,0,2,243628,2,4
3,13,2016,3.4,0,1,198524,4,2
8,23,2009,2.6,3,0,72229,5,1
4,4,2005,2.8,0,0,256054,2,2
0,22,2023,4.7,1,0,222000,3,3
4,4,2001,2.9,1,0,119000,3,2
9,21,2018,1.6,2,0,16251,3,4
7,10,2021,2.9,0,2,88477,5,5
2,18,2019,2.6,1,0,137670,5,4
4,4,2021,1.9,3,1,29518,2,1
2,12,2014,3.8,2,0,208596,4,3
0,2,2015,4.8,3,0,291332,4,4
2,12,2017,4.5,0,2,89136,4,3
3,13,2012,2.7,0,1,41569,3,5
7,5,2000,4.0,3,2,159448,5,1
3,13,2021,2.5,0,1,245286,3,5
9,17,2023,1.6,3,0,133425,5,5
4,8,2021,2.6,1,2,212430,5,4
2,19,2013,3.8,1,0,187116,4,4
3,13,2004,1.1,0,2,98492,5,4
3,13,2013,4.1,1,2,24882,2,5
1,1,2000,1.9,0,1,88570,4,2
3,15,2019,4.5,2,2,21304,3,4
5,11,2005,2.6,2,0,185366,3,4
0,2,2009,1.8,2,1,97455,3,1
5,28,2002,4.1,1,2,252722,3,5
3,13,2004,3.9,0,2,57680,5,2
1,29,2002,4.3,3,1,162723,5,3
4,6,2004,4.6,0,1,154124,3,4
4,8,2003,2.6,2,1,279260,3,3
5,25,2011,1.0,0,1,67463,4,3
7,10,2002,3.5,3,0,167736,2,2
4,4,2009,4.6,2,1,289840,4,4
4,4,2015,2.4,0,1,118764,2,1
0,2,2004,3.2,3,2,213153,2,4
0,22,2020,4.1,0,0,46625,4,4
5,28,2018,1.5,2,0,21672,4,5
8,7,2019,2.6,1,0,45977,3,2
0,3,2010,1.8,0,1,284378,4,2
6,20,2010,3.6,3,2,162017,3,3
4,6,2009,1.8,1,2,176468,3,4
5,25,2019,4.3,2,0,122264,3,2
4,4,2001,3.9,1,0,283111,4,1
5,25,2010,2.7,3,1,228021,5,4
2,19,2003,4.8,3,2,239684,4,5
4,6,2011,1.9,0,2,128781,3,3
9,21,2003,1.7,3,2,160459,3,1
0,3,2010,1.1,1,1,13601,3,1
6,24,2004,4.9,3,1,285701,4,5
1,0,2000,4.8,2,1,237133,2,1
3,14,2003,3.2,3,2,90532,3,3
4,8,2023,1.6,1,0,114740,3,3
9,17,2022,4.0,3,1,145763,4,2
7,16,2015,2.6,2,2,210969,4,2
3,13,2016,1.9,1,0,177593,5,3
7,16,2008,2.7,3,2,135623,5,2
4,8,2006,3.9,0,2,214980,2,3
3,13,2010,3.8,3,0,29701,2,4
7,16,2007,2.8,1,1,139280,3,3
5,28,2021,4.2,0,1,33006,3,2
4,6,2008,2.9,1,1,223833,5,5
3,15,2022,1.6,3,1,38549,3,1
1,0,2016,3.9,1,0,85557,3,2
9,27,2006,2.6,2,2,83858,4,1
9,27,2001,2.1,0,1,157882,3,3
1,1,2006,2.7,0,0,250664,2,3
0,3,2010,1.3,2,1,296477,5,1
3,15,2008,1.8,1,2,280713,3,1
9,27,2013,3.4,2,1,282791,3,2
7,5,2001,1.4,3,0,141763,5,1
0,2,2002,4.0,0,1,16302,5,2
0,2,2010,1.9,1,2,206722,5,2
3,14,2009,2.7,3,2,181856,2,1
8,7,2014,1.8,1,1,142119,4,3
7,10,2008,3.5,1,2,184735,5,1
8,23,2005,3.1,0,1,74184,4,5
4,8,2008,3.9,1,1,271464,5,4
8,9,2020,2.1,1,1,19175,5,5
8,7,2017,1.3,2,1,279642,2,5
3,14,2009,2.9,2,2,6037,5,2
1,29,2002,2.8,2,2,105696,3,5
8,7,2010,4.1,2,2,33513,2,5
6,24,2016,2.4,3,1,56235,5,5
9,27,2007,1.2,0,2,146587,2,1
4,8,2001,1.8,1,2,38814,4,5
6,26,2022,1.9,2,2,169512,3,3
5,11,2011,3.0,1,2,131585,4,5
3,14,2016,4.7,2,2,225517,4,5
5,11,2009,3.4,3,2,83750,5,4
5,25,2001,2.2,3,0,224898,2,3
8,9,2002,4.1,2,0,102787,3,2
2,18,2009,2.4,0,1,78039,5,2
8,23,2017,2.3,1,2,75192,4,4
3,15,2009,2.5,1,2,175762,4,4
6,20,2007,2.7,2,0,141569,5,5
5,28,2006,4.7,0,1,238219,3,2
2,18,2006,4.7,2,2,98919,4,2
3,14,2011,2.3,1,0,254220,3,2
8,7,2003,3.9,1,0,115187,5,1
7,5,2015,4.2,1,1,133691,3,3
6,24,2005,4.7,2,2,232317,3,5
5,28,2005,2.5,2,2,127568,4,3
8,9,2017,2.6,2,1,50056,5,3
8,7,2014,3.7,0,2,151460,5,4
0,2,2012,4.8,2,1,153117,3,2
9,27,2006,1.4,1,0,158390,3,3
9,17,2021,1.4,3,0,64978,5,2
8,7,2005,3.5,1,2,191537,4,3
6,26,2000,3.7,3,1,134764,2,5
3,15,2003,4.7,0,2,60361,2,3
4,4,2022,3.4,0,2,166527,4,1
9,21,2006,1.0,2,1,76240,5,1
7,5,2006,1.1,3,0,82363,5,4
9,21,2005,1.6,1,0,293339,5,1
1,29,2000,1.2,0,2,55144,2,4
2,19,2018,1.2,3,2,35391,2,3
4,4,2008,2.5,3,1,188000,4,4
9,21,2003,4.0,2,0,296836,4,2
6,24,2007,3.5,1,1,96531,3,5
1,0,2013,3.2,2,0,121063,2,5
7,10,2015,1.5,2,2,81145,3,5
0,2,2012,3.0,2,1,149799,3,4
7,5,2003,2.6,0,2,134567,5,2
9,17,2010,2.0,2,0,134529,2,4
5,11,2013,3.7,2,2,115061,2,1
7,10,2018,1.7,3,1,162443,2,5
6,20,2012,4.5,2,0,188960,2,4
5,25,2017,2.8,0,0,260479,3,1
